Reporting Area,MMWR Year,MMWR Week,"Severe acute respiratory syndrome-associated coronavirus desease, Current week","Severe acute respiratory syndrome-associated coronavirus desease, Current week, flag","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2019†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2019†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2018†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2018†, flag","Shiga toxin-producing Escherichia coli, Current week","Shiga toxin-producing Escherichia coli, Current week, flag","Shiga toxin-producing Escherichia coli, Previous 52 weeks Max†","Shiga toxin-producing Escherichia coli, Previous 52 weeks Max†, flag","Shiga toxin-producing Escherichia coli, Cum 2019†","Shiga toxin-producing Escherichia coli, Cum 2019†, flag","Shiga toxin-producing Escherichia coli, Cum 2018†","Shiga toxin-producing Escherichia coli, Cum 2018†, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Max†","Shigellosis, Previous 52 weeks Max†, flag","Shigellosis, Cum 2019†","Shigellosis, Cum 2019†, flag","Shigellosis, Cum 2018†","Shigellosis, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
NEW MEXICO,2019,27,,-,0,,,-,,-,1,,7,,40,,57,,,-,5,,32,,26,,"NEW MEXICO
(34.421369, -106.108388)",,20192754
UTAH,2019,27,,-,0,,,-,,-,,-,13,,62,,93,,,-,6,,24,,28,,"UTAH
(39.323779, -111.678222)",,20192755
WYOMING,2019,27,,-,0,,,-,,-,1,,6,,21,,16,,,-,1,,,-,1,,"WYOMING
(42.999627, -107.55145)",,20192756
PACIFIC,2019,27,,-,0,,,-,,-,12,,575,,972,,1188,,13,,484,,1551,,1601,,,PACIFIC,20192757
ALASKA,2019,27,,-,0,,,-,,-,,-,2,,2,,18,,2,,1,,5,,4,,"ALASKA
(63.631126, -151.631889)",,20192758
CALIFORNIA,2019,27,,-,0,,,-,,-,8,,86,,675,,1005,,5,,118,,1265,,1428,,"CALIFORNIA
(37.211164, -119.662127)",,20192759
HAWAII,2019,27,,-,0,,,-,,-,,-,2,,5,,5,,1,,35,,46,,89,,"HAWAII
(21.361013, -157.854309)",,20192760
OREGON,2019,27,,-,0,,,-,,-,4,,15,,133,,160,,3,,67,,96,,80,,"OREGON
(43.940449, -120.605279)",,20192761
WASHINGTON,2019,27,,-,0,,,-,,-,,-,540,,157,,,-,2,,419,,139,,,-,"WASHINGTON
(47.411715, -120.592492)",,20192762
US TERRITORIES,2019,27,,-,0,,,-,,-,,-,2,,,-,3,,,-,1,,,-,8,,,US TERRITORIES,20192763
AMERICAN SAMOA,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192764
NORTHERN MARIANA ISLANDS,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192765
GUAM,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192766
PUERTO RICO,2019,27,,-,0,,,-,,-,,-,2,,,-,3,,,-,1,,,-,8,,"PUERTO RICO
(18.215692, -66.414655)",,20192767
U.S. VIRGIN ISLANDS,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192768
NON-US RESIDENTS,2019,27,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,2,,,NP,,NON-US RESIDENTS,20192769
TOTAL,2019,27,,-,0,,,-,,-,101,,910,,5434,,7015,,89,,771,,6372,,7037,,,TOTAL,20192770
US RESIDENTS,2019,28,,-,0,,,-,,-,122,,911,,5744,,7481,,119,,770,,6687,,7309,,,US RESIDENTS,20192801
NEW ENGLAND,2019,28,,-,0,,,-,,-,,-,19,,178,,224,,8,,55,,225,,151,,,NEW ENGLAND,20192802
CONNECTICUT,2019,28,,-,0,,,-,,-,,-,7,,64,,62,,,-,6,,50,,40,,"CONNECTICUT
(41.575155, -72.738288)",,20192803
MAINE,2019,28,,-,0,,,-,,-,,-,2,,9,,25,,,-,1,,8,,4,,"MAINE
(45.117911, -69.06137)",,20192804
MASSACHUSETTS,2019,28,,-,0,,,-,,-,,-,9,,47,,76,,6,,11,,109,,78,,"MASSACHUSETTS
(42.151077, -71.481104)",,20192805
NEW HAMPSHIRE,2019,28,,-,0,,,-,,-,,-,5,,12,,21,,,-,2,,10,,2,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192806
RHODE ISLAND,2019,28,,-,0,,,-,,-,,-,4,,26,,20,,2,,5,,44,,21,,"RHODE ISLAND
(41.572574, -71.534637)",,20192807
VERMONT,2019,28,,-,0,,,-,,-,,-,3,,20,,20,,,-,43,,4,,6,,"VERMONT
(44.075252, -72.662695)",,20192808
MIDDLE ATLANTIC,2019,28,,-,0,,,-,,-,21,,55,,720,,666,,20,,86,,1065,,1034,,,MIDDLE ATLANTIC,20192809
NEW JERSEY,2019,28,,-,0,,,-,,-,,-,12,,8,,86,,1,,41,,291,,303,,"NEW JERSEY
(40.110253, -74.655514)",,20192810
NEW YORK,2019,28,,-,0,,,-,,-,18,,18,,242,,155,,8,,27,,139,,209,,"NEW YORK
(42.921241, -75.59655)",,20192811
NEW YORK CITY,2019,28,,-,0,,,-,,-,,-,20,,333,,216,,9,,43,,514,,428,,,NEW YORK CITY,20192812
PENNSYLVANIA,2019,28,,-,0,,,-,,-,3,,22,,137,,209,,2,,12,,121,,94,,"PENNSYLVANIA
(40.896694, -77.838886)",,20192813
EAST NORTH CENTRAL,2019,28,,-,0,,,-,,-,29,,86,,751,,1070,,12,,49,,594,,747,,,EAST NORTH CENTRAL,20192814
ILLINOIS,2019,28,,-,0,,,-,,-,,-,17,,172,,268,,,-,21,,171,,209,,"ILLINOIS
(40.124144, -89.148632)",,20192815
INDIANA,2019,28,,-,0,,,-,,-,,-,12,,,-,121,,,-,9,,,-,81,,"INDIANA
(39.919991, -86.2818)",,20192816
MICHIGAN,2019,28,,-,0,,,-,,-,,-,14,,106,,138,,,-,13,,81,,82,,"MICHIGAN
(44.874798, -85.730977)",,20192817
OHIO,2019,28,,-,0,,,-,,-,23,,30,,264,,272,,9,,22,,261,,291,,"OHIO
(40.415534, -82.70936)",,20192818
WISCONSIN,2019,28,,-,0,,,-,,-,6,,29,,209,,271,,3,,9,,81,,84,,"WISCONSIN
(44.639954, -89.732969)",,20192819
WEST NORTH CENTRAL,2019,28,,-,0,,,-,,-,21,,104,,664,,1217,,2,,21,,149,,541,,,WEST NORTH CENTRAL,20192820
IOWA,2019,28,,-,0,,,-,,-,5,,30,,233,,301,,,-,7,,35,,51,,"IOWA
(42.074659, -93.500061)",,20192821
KANSAS,2019,28,,-,0,,,-,,-,,-,14,,88,,131,,,-,10,,20,,78,,"KANSAS
(38.484729, -98.38018)",,20192822
MINNESOTA,2019,28,,-,0,,,-,,-,,-,27,,,-,304,,,-,11,,,-,118,,"MINNESOTA
(46.349153, -94.198308)",,20192823
MISSOURI,2019,28,,-,0,,,-,,-,9,,18,,202,,186,,2,,7,,54,,245,,"MISSOURI
(38.3675, -92.477244)",,20192824
NEBRASKA,2019,28,,-,0,,,-,,-,7,,12,,91,,114,,,-,5,,28,,29,,"NEBRASKA
(41.527099, -99.810595)",,20192825
NORTH DAKOTA,2019,28,,-,0,,,-,,-,,-,3,,13,,46,,,-,2,,6,,3,,"NORTH DAKOTA
(47.446305, -100.46931)",,20192826
SOUTH DAKOTA,2019,28,,-,0,,,-,,-,,-,13,,37,,135,,,-,3,,6,,17,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192827
SOUTH ATLANTIC,2019,28,,-,0,,,-,,-,14,,97,,859,,1134,,13,,85,,1208,,1614,,,SOUTH ATLANTIC,20192828
DELAWARE,2019,28,,-,0,,,-,,-,1,,3,,12,,6,,,-,3,,13,,11,,"DELAWARE
(38.994926, -75.452394)",,20192829
DISTRICT OF COLUMBIA,2019,28,,-,0,,,-,,-,,-,3,,5,,13,,,-,7,,34,,49,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192830
FLORIDA,2019,28,,-,0,,,-,,-,,-,34,,307,,431,,,-,53,,611,,769,,"FLORIDA
(28.260731, -82.420978)",,20192831
GEORGIA,2019,28,,-,0,,,-,,-,,-,13,,85,,86,,4,,15,,154,,219,,"GEORGIA
(32.638481, -83.426574)",,20192832
MARYLAND,2019,28,,-,0,,,-,,-,5,,10,,96,,112,,2,,11,,103,,98,,"MARYLAND
(38.946466, -76.687282)",,20192833
NORTH CAROLINA,2019,28,,-,0,,,-,,-,,-,20,,131,,197,,,-,13,,140,,144,,"NORTH CAROLINA
(35.52603, -79.130883)",,20192834
SOUTH CAROLINA,2019,28,,-,0,,,-,,-,3,,7,,61,,81,,4,,8,,45,,193,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192835
VIRGINIA,2019,28,,-,0,,,-,,-,5,,17,,156,,168,,3,,14,,107,,121,,"VIRGINIA
(37.510861, -78.666382)",,20192836
WEST VIRGINIA,2019,28,,-,0,,,-,,-,,-,6,,6,,40,,,-,2,,1,,10,,"WEST VIRGINIA
(38.642579, -80.613729)",,20192837
EAST SOUTH CENTRAL,2019,28,,-,0,,,-,,-,4,,52,,400,,399,,,-,32,,305,,413,,,EAST SOUTH CENTRAL,20192838
ALABAMA,2019,28,,-,0,,,-,,-,1,,8,,65,,61,,,-,12,,129,,144,,"ALABAMA
(32.756889, -86.844516)",,20192839
KENTUCKY,2019,28,,-,0,,,-,,-,,-,25,,112,,73,,,-,5,,35,,44,,"KENTUCKY
(37.526683, -85.290484)",,20192840
MISSISSIPPI,2019,28,,-,0,,,-,,-,,-,7,,26,,63,,,-,13,,70,,121,,"MISSISSIPPI
(32.713378, -89.65344)",,20192841
TENNESSEE,2019,28,,-,0,,,-,,-,3,,25,,197,,202,,,-,10,,71,,104,,"TENNESSEE
(35.842998, -86.343226)",,20192842
WEST SOUTH CENTRAL,2019,28,,-,0,,,-,,-,11,,202,,549,,800,,48,,98,,1158,,741,,,WEST SOUTH CENTRAL,20192843
ARKANSAS,2019,28,,-,0,,,-,,-,4,,10,,71,,59,,1,,14,,116,,82,,"ARKANSAS
(34.899825, -92.439162)",,20192844
LOUISIANA,2019,28,,-,0,,,-,,-,1,,18,,19,,51,,4,,16,,110,,115,,"LOUISIANA
(30.921314, -91.840238)",,20192845
OKLAHOMA,2019,28,,-,0,,,-,,-,6,,109,,60,,103,,6,,16,,46,,37,,"OKLAHOMA
(35.583449, -97.508297)",,20192846
TEXAS,2019,28,,-,0,,,-,,-,,-,89,,399,,587,,37,,68,,886,,507,,"TEXAS
(31.447238, -99.317341)",,20192847
MOUNTAIN,2019,28,,-,0,,,-,,-,13,,61,,602,,706,,4,,39,,361,,441,,,MOUNTAIN,20192848
ARIZONA,2019,28,,-,0,,,-,,-,1,,10,,118,,156,,2,,21,,145,,196,,"ARIZONA
(34.293239, -111.664616)",,20192849
COLORADO,2019,28,,-,0,,,-,,-,7,,19,,216,,213,,1,,14,,125,,113,,"COLORADO
(38.998552, -105.547832)",,20192850
IDAHO,2019,28,,-,0,,,-,,-,5,,12,,98,,81,,1,,5,,14,,20,,"IDAHO
(44.389073, -114.659366)",,20192851
MONTANA,2019,28,,-,0,,,-,,-,,-,8,,31,,66,,,-,2,,4,,5,,"MONTANA
(47.033521, -109.645127)",,20192852
NEVADA,2019,28,,-,0,,,-,,-,,-,4,,12,,18,,,-,5,,16,,51,,"NEVADA
(39.283294, -114.916992)",,20192853
NEW MEXICO,2019,28,,-,0,,,-,,-,,-,8,,44,,61,,,-,5,,33,,27,,"NEW MEXICO
(34.421369, -106.108388)",,20192854
UTAH,2019,28,,-,0,,,-,,-,,-,13,,62,,94,,,-,6,,24,,28,,"UTAH
(39.323779, -111.678222)",,20192855
WYOMING,2019,28,,-,0,,,-,,-,,-,6,,21,,17,,,-,1,,,-,1,,"WYOMING
(42.999627, -107.55145)",,20192856
PACIFIC,2019,28,,-,0,,,-,,-,9,,576,,1021,,1265,,12,,483,,1622,,1627,,,PACIFIC,20192857
ALASKA,2019,28,,-,0,,,-,,-,1,,2,,3,,18,,,-,2,,5,,4,,"ALASKA
(63.631126, -151.631889)",,20192858
CALIFORNIA,2019,28,,-,0,,,-,,-,6,,86,,714,,1073,,7,,117,,1329,,1447,,"CALIFORNIA
(37.211164, -119.662127)",,20192859
HAWAII,2019,28,,-,0,,,-,,-,,-,2,,5,,6,,,-,35,,46,,89,,"HAWAII
(21.361013, -157.854309)",,20192860
OREGON,2019,28,,-,0,,,-,,-,2,,15,,142,,168,,2,,67,,97,,87,,"OREGON
(43.940449, -120.605279)",,20192861
WASHINGTON,2019,28,,-,0,,,-,,-,,-,540,,157,,,-,3,,419,,145,,,-,"WASHINGTON
(47.411715, -120.592492)",,20192862
US TERRITORIES,2019,28,,-,0,,,-,,-,,-,2,,,-,3,,,-,1,,,-,8,,,US TERRITORIES,20192863
AMERICAN SAMOA,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192864
NORTHERN MARIANA ISLANDS,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192865
GUAM,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192866
PUERTO RICO,2019,28,,-,0,,,-,,-,,-,2,,,-,3,,,-,1,,,-,8,,"PUERTO RICO
(18.215692, -66.414655)",,20192867
U.S. VIRGIN ISLANDS,2019,28,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192868
NON-US RESIDENTS,2019,28,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,2,,,NP,,NON-US RESIDENTS,20192869
TOTAL,2019,28,,-,0,,,-,,-,122,,911,,5744,,7484,,119,,770,,6689,,7317,,,TOTAL,20192870
US RESIDENTS,2019,29,,-,0,,,-,,-,138,,911,,6322,,8003,,151,,770,,7242,,7733,,,US RESIDENTS,20192901
NEW ENGLAND,2019,29,,-,0,,,-,,-,1,,19,,190,,236,,1,,55,,232,,161,,,NEW ENGLAND,20192902
CONNECTICUT,2019,29,,-,0,,,-,,-,,-,7,,66,,62,,,-,6,,51,,42,,"CONNECTICUT
(41.575155, -72.738288)",,20192903
MAINE,2019,29,,-,0,,,-,,-,1,,2,,10,,25,,,-,1,,8,,4,,"MAINE
(45.117911, -69.06137)",,20192904
MASSACHUSETTS,2019,29,,-,0,,,-,,-,,-,9,,54,,81,,1,,11,,114,,82,,"MASSACHUSETTS
(42.151077, -71.481104)",,20192905
NEW HAMPSHIRE,2019,29,,-,0,,,-,,-,,-,5,,13,,23,,,-,2,,10,,2,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192906
RHODE ISLAND,2019,29,,-,0,,,-,,-,,-,4,,27,,22,,,-,5,,45,,24,,"RHODE ISLAND
(41.572574, -71.534637)",,20192907
VERMONT,2019,29,,-,0,,,-,,-,,-,3,,20,,23,,,-,43,,4,,7,,"VERMONT
(44.075252, -72.662695)",,20192908
MIDDLE ATLANTIC,2019,29,,-,0,,,-,,-,25,,55,,775,,713,,25,,86,,1106,,1116,,,MIDDLE ATLANTIC,20192909
NEW JERSEY,2019,29,,-,0,,,-,,-,,-,12,,8,,91,,1,,41,,301,,317,,"NEW JERSEY
(40.110253, -74.655514)",,20192910
NEW YORK,2019,29,,-,0,,,-,,-,18,,18,,259,,169,,3,,27,,142,,228,,"NEW YORK
(42.921241, -75.59655)",,20192911
NEW YORK CITY,2019,29,,-,0,,,-,,-,,-,20,,346,,230,,19,,42,,537,,468,,,NEW YORK CITY,20192912
PENNSYLVANIA,2019,29,,-,0,,,-,,-,7,,22,,162,,223,,2,,12,,126,,103,,"PENNSYLVANIA
(40.896694, -77.838886)",,20192913
EAST NORTH CENTRAL,2019,29,,-,0,,,-,,-,26,,86,,817,,1152,,18,,49,,639,,766,,,EAST NORTH CENTRAL,20192914
ILLINOIS,2019,29,,-,0,,,-,,-,,-,16,,191,,282,,,-,21,,188,,215,,"ILLINOIS
(40.124144, -89.148632)",,20192915
INDIANA,2019,29,,-,0,,,-,,-,,-,12,,,-,130,,,-,9,,,-,84,,"INDIANA
(39.919991, -86.2818)",,20192916
MICHIGAN,2019,29,,-,0,,,-,,-,,-,14,,118,,148,,,-,13,,91,,83,,"MICHIGAN
(44.874798, -85.730977)",,20192917
OHIO,2019,29,,-,0,,,-,,-,21,,30,,285,,302,,17,,22,,277,,298,,"OHIO
(40.415534, -82.70936)",,20192918
WISCONSIN,2019,29,,-,0,,,-,,-,5,,29,,223,,290,,1,,9,,83,,86,,"WISCONSIN
(44.639954, -89.732969)",,20192919
WEST NORTH CENTRAL,2019,29,,-,0,,,-,,-,23,,94,,758,,1311,,3,,21,,161,,561,,,WEST NORTH CENTRAL,20192920
IOWA,2019,29,,-,0,,,-,,-,3,,30,,277,,322,,,-,7,,38,,53,,"IOWA
(42.074659, -93.500061)",,20192921
KANSAS,2019,29,,-,0,,,-,,-,,-,14,,112,,139,,,-,10,,23,,81,,"KANSAS
(38.484729, -98.38018)",,20192922
MINNESOTA,2019,29,,-,0,,,-,,-,,-,27,,,-,331,,,-,11,,,-,127,,"MINNESOTA
(46.349153, -94.198308)",,20192923
MISSOURI,2019,29,,-,0,,,-,,-,14,,18,,218,,204,,2,,7,,59,,248,,"MISSOURI
(38.3675, -92.477244)",,20192924
NEBRASKA,2019,29,,-,0,,,-,,-,6,,12,,100,,123,,1,,5,,29,,30,,"NEBRASKA
(41.527099, -99.810595)",,20192925
NORTH DAKOTA,2019,29,,-,0,,,-,,-,,-,3,,13,,49,,,-,2,,6,,3,,"NORTH DAKOTA
(47.446305, -100.46931)",,20192926
SOUTH DAKOTA,2019,29,,-,0,,,-,,-,,-,8,,38,,143,,,-,3,,6,,19,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192927
SOUTH ATLANTIC,2019,29,,-,0,,,-,,-,29,,97,,1038,,1187,,32,,85,,1447,,1722,,,SOUTH ATLANTIC,20192928
DELAWARE,2019,29,,-,0,,,-,,-,2,,3,,15,,7,,,-,3,,13,,11,,"DELAWARE
(38.994926, -75.452394)",,20192929
DISTRICT OF COLUMBIA,2019,29,,-,0,,,-,,-,,-,3,,5,,13,,,-,7,,35,,49,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192930
FLORIDA,2019,29,,-,0,,,-,,-,17,,34,,441,,448,,24,,53,,825,,841,,"FLORIDA
(28.260731, -82.420978)",,20192931
GEORGIA,2019,29,,-,0,,,-,,-,,-,13,,86,,87,,4,,15,,161,,232,,"GEORGIA
(32.638481, -83.426574)",,20192932
MARYLAND,2019,29,,-,0,,,-,,-,3,,10,,101,,120,,2,,11,,105,,102,,"MARYLAND
(38.946466, -76.687282)",,20192933
NORTH CAROLINA,2019,29,,-,0,,,-,,-,,-,20,,154,,209,,,-,13,,149,,152,,"NORTH CAROLINA
(35.52603, -79.130883)",,20192934
SOUTH CAROLINA,2019,29,,-,0,,,-,,-,,-,7,,62,,84,,,-,8,,47,,201,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192935
VIRGINIA,2019,29,,-,0,,,-,,-,7,,17,,168,,177,,2,,13,,111,,124,,"VIRGINIA
(37.510861, -78.666382)",,20192936
WEST VIRGINIA,2019,29,,-,0,,,-,,-,,-,6,,6,,42,,,-,2,,1,,10,,"WEST VIRGINIA
(38.642579, -80.613729)",,20192937
EAST SOUTH CENTRAL,2019,29,,-,0,,,-,,-,,-,52,,417,,429,,1,,32,,309,,435,,,EAST SOUTH CENTRAL,20192938
ALABAMA,2019,29,,-,0,,,-,,-,,-,8,,69,,68,,1,,12,,132,,152,,"ALABAMA
(32.756889, -86.844516)",,20192939
KENTUCKY,2019,29,,-,0,,,-,,-,,-,25,,113,,79,,,-,5,,35,,46,,"KENTUCKY
(37.526683, -85.290484)",,20192940
MISSISSIPPI,2019,29,,-,0,,,-,,-,,-,5,,26,,66,,,-,13,,70,,125,,"MISSISSIPPI
(32.713378, -89.65344)",,20192941
TENNESSEE,2019,29,,-,0,,,-,,-,,-,25,,209,,216,,,-,10,,72,,112,,"TENNESSEE
(35.842998, -86.343226)",,20192942
WEST SOUTH CENTRAL,2019,29,,-,0,,,-,,-,15,,202,,566,,845,,40,,98,,1234,,779,,,WEST SOUTH CENTRAL,20192943
ARKANSAS,2019,29,,-,0,,,-,,-,5,,10,,78,,65,,2,,14,,118,,82,,"ARKANSAS
(34.899825, -92.439162)",,20192944
LOUISIANA,2019,29,,-,0,,,-,,-,,-,18,,19,,53,,,-,16,,110,,121,,"LOUISIANA
(30.921314, -91.840238)",,20192945
OKLAHOMA,2019,29,,-,0,,,-,,-,10,,109,,70,,109,,4,,16,,49,,37,,"OKLAHOMA
(35.583449, -97.508297)",,20192946
TEXAS,2019,29,,-,0,,,-,,-,,-,89,,399,,618,,34,,68,,957,,539,,"TEXAS
(31.447238, -99.317341)",,20192947
MOUNTAIN,2019,29,,-,0,,,-,,-,10,,61,,643,,748,,15,,39,,394,,470,,,MOUNTAIN,20192948
ARIZONA,2019,29,,-,0,,,-,,-,2,,10,,125,,163,,7,,21,,164,,209,,"ARIZONA
(34.293239, -111.664616)",,20192949
COLORADO,2019,29,,-,0,,,-,,-,6,,19,,235,,232,,4,,14,,133,,118,,"COLORADO
(38.998552, -105.547832)",,20192950
IDAHO,2019,29,,-,0,,,-,,-,1,,12,,100,,87,,2,,5,,16,,22,,"IDAHO
(44.389073, -114.659366)",,20192951
MONTANA,2019,29,,-,0,,,-,,-,,-,6,,31,,66,,,-,2,,4,,6,,"MONTANA
(47.033521, -109.645127)",,20192952
NEVADA,2019,29,,-,0,,,-,,-,,-,4,,12,,18,,,-,5,,16,,54,,"NEVADA
(39.283294, -114.916992)",,20192953
NEW MEXICO,2019,29,,-,0,,,-,,-,1,,8,,47,,63,,1,,5,,35,,30,,"NEW MEXICO
(34.421369, -106.108388)",,20192954
UTAH,2019,29,,-,0,,,-,,-,,-,13,,71,,100,,1,,6,,26,,30,,"UTAH
(39.323779, -111.678222)",,20192955
WYOMING,2019,29,,-,0,,,-,,-,,-,6,,22,,19,,,-,1,,,-,1,,"WYOMING
(42.999627, -107.55145)",,20192956
PACIFIC,2019,29,,-,0,,,-,,-,9,,576,,1118,,1382,,16,,483,,1720,,1723,,,PACIFIC,20192957
ALASKA,2019,29,,-,0,,,-,,-,,-,2,,3,,18,,,-,2,,5,,4,,"ALASKA
(63.631126, -151.631889)",,20192958
CALIFORNIA,2019,29,,-,0,,,-,,-,6,,89,,789,,1175,,13,,117,,1413,,1529,,"CALIFORNIA
(37.211164, -119.662127)",,20192959
HAWAII,2019,29,,-,0,,,-,,-,,-,2,,5,,6,,,-,35,,49,,93,,"HAWAII
(21.361013, -157.854309)",,20192960
OREGON,2019,29,,-,0,,,-,,-,3,,15,,146,,183,,,-,67,,99,,97,,"OREGON
(43.940449, -120.605279)",,20192961
WASHINGTON,2019,29,,-,0,,,-,,-,,-,540,,175,,,-,3,,419,,154,,,-,"WASHINGTON
(47.411715, -120.592492)",,20192962
US TERRITORIES,2019,29,,-,0,,,-,,-,,-,2,,,-,3,,,-,1,,,-,8,,,US TERRITORIES,20192963
AMERICAN SAMOA,2019,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192964
NORTHERN MARIANA ISLANDS,2019,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192965
GUAM,2019,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192966
PUERTO RICO,2019,29,,-,0,,,-,,-,,-,2,,,-,3,,,-,1,,,-,8,,"PUERTO RICO
(18.215692, -66.414655)",,20192967
U.S. VIRGIN ISLANDS,2019,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192968
NON-US RESIDENTS,2019,29,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,2,,,NP,,NON-US RESIDENTS,20192969
TOTAL,2019,29,,-,0,,,-,,-,138,,911,,6322,,8006,,151,,770,,7244,,7741,,,TOTAL,20192970
US RESIDENTS,2019,30,,-,0,,,-,,-,118,,911,,6691,,8509,,160,,770,,7608,,8157,,,US RESIDENTS,20193001
NEW ENGLAND,2019,30,,-,0,,,-,,-,2,,19,,203,,255,,4,,55,,241,,170,,,NEW ENGLAND,20193002
CONNECTICUT,2019,30,,-,0,,,-,,-,,-,8,,71,,67,,1,,6,,53,,42,,"CONNECTICUT
(41.575155, -72.738288)",,20193003
MAINE,2019,30,,-,0,,,-,,-,,-,2,,11,,26,,,-,1,,9,,4,,"MAINE
(45.117911, -69.06137)",,20193004
MASSACHUSETTS,2019,30,,-,0,,,-,,-,,-,9,,56,,90,,3,,11,,120,,90,,"MASSACHUSETTS
(42.151077, -71.481104)",,20193005
NEW HAMPSHIRE,2019,30,,-,0,,,-,,-,,-,5,,14,,25,,,-,2,,10,,2,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20193006
RHODE ISLAND,2019,30,,-,0,,,-,,-,1,,4,,29,,22,,,-,5,,45,,25,,"RHODE ISLAND
(41.572574, -71.534637)",,20193007
VERMONT,2019,30,,-,0,,,-,,-,1,,3,,22,,25,,,-,43,,4,,7,,"VERMONT
(44.075252, -72.662695)",,20193008
MIDDLE ATLANTIC,2019,30,,-,0,,,-,,-,20,,55,,820,,756,,58,,86,,1188,,1202,,,MIDDLE ATLANTIC,20193009
NEW JERSEY,2019,30,,-,0,,,-,,-,,-,12,,8,,92,,,-,41,,305,,332,,"NEW JERSEY
(40.110253, -74.655514)",,20193010
NEW YORK,2019,30,,-,0,,,-,,-,12,,18,,271,,182,,6,,27,,148,,253,,"NEW YORK
(42.921241, -75.59655)",,20193011
NEW YORK CITY,2019,30,,-,0,,,-,,-,,-,20,,366,,247,,50,,42,,602,,503,,,NEW YORK CITY,20193012
PENNSYLVANIA,2019,30,,-,0,,,-,,-,8,,22,,175,,235,,2,,12,,133,,114,,"PENNSYLVANIA
(40.896694, -77.838886)",,20193013
EAST NORTH CENTRAL,2019,30,,-,0,,,-,,-,12,,86,,871,,1224,,13,,49,,657,,789,,,EAST NORTH CENTRAL,20193014
ILLINOIS,2019,30,,-,0,,,-,,-,,-,16,,218,,296,,,-,21,,188,,225,,"ILLINOIS
(40.124144, -89.148632)",,20193015
INDIANA,2019,30,,-,0,,,-,,-,,-,12,,,-,142,,,-,9,,,-,85,,"INDIANA
(39.919991, -86.2818)",,20193016
MICHIGAN,2019,30,,-,0,,,-,,-,,-,14,,124,,158,,,-,13,,95,,84,,"MICHIGAN
(44.874798, -85.730977)",,20193017
OHIO,2019,30,,-,0,,,-,,-,9,,29,,294,,321,,11,,22,,288,,304,,"OHIO
(40.415534, -82.70936)",,20193018
WISCONSIN,2019,30,,-,0,,,-,,-,3,,29,,235,,307,,2,,9,,86,,91,,"WISCONSIN
(44.639954, -89.732969)",,20193019
WEST NORTH CENTRAL,2019,30,,-,0,,,-,,-,28,,88,,833,,1399,,2,,21,,168,,580,,,WEST NORTH CENTRAL,20193020
